-5.32871e-05,-6.81273e-06
5.32149e+11,2.29865e+11
1.06416e+12,4.59673e+11
1.59591e+12,6.89363e+11
2.12725e+12,9.1888e+11
2.65805e+12,1.14816e+12
3.18817e+12,1.37716e+12
3.71749e+12,1.6058e+12
4.24587e+12,1.83404e+12
4.77317e+12,2.06181e+12
5.29926e+12,2.28907e+12
5.82402e+12,2.51574e+12
6.3473e+12,2.74178e+12
6.86898e+12,2.96713e+12
7.38892e+12,3.19172e+12
7.90699e+12,3.41551e+12
8.42307e+12,3.63844e+12
8.93702e+12,3.86045e+12
9.44871e+12,4.08149e+12
9.95802e+12,4.3015e+12
1.04648e+13,4.52042e+12
1.0969e+13,4.7382e+12
1.14704e+13,4.95479e+12
1.19689e+13,5.17013e+12
1.24644e+13,5.38417e+12
1.29567e+13,5.59686e+12
1.34458e+13,5.80813e+12
1.39315e+13,6.01795e+12
1.44137e+13,6.22625e+12
1.48923e+13,6.43298e+12
1.53671e+13,6.6381e+12
1.58381e+13,6.84155e+12
1.63051e+13,7.04328e+12
1.6768e+13,7.24324e+12
1.72267e+13,7.44138e+12
1.7681e+13,7.63766e+12
1.81309e+13,7.83202e+12
1.85763e+13,8.02441e+12
1.9017e+13,8.21479e+12
1.9453e+13,8.40312e+12
1.9884e+13,8.58933e+12
2.03101e+13,8.7734e+12
2.07311e+13,8.95526e+12
2.11469e+13,9.13488e+12
2.15574e+13,9.31222e+12
2.19625e+13,9.48722e+12
2.23621e+13,9.65985e+12
2.27562e+13,9.83007e+12
2.31445e+13,9.99782e+12
2.3527e+13,1.01631e+13
2.39037e+13,1.03258e+13
2.42744e+13,1.04859e+13
2.4639e+13,1.06434e+13
2.49974e+13,1.07983e+13
2.53497e+13,1.09504e+13
2.56955e+13,1.10999e+13
2.6035e+13,1.12465e+13
2.6368e+13,1.13904e+13
2.66944e+13,1.15314e+13
2.70141e+13,1.16695e+13
2.73271e+13,1.18047e+13
2.76333e+13,1.1937e+13
2.79325e+13,1.20662e+13
2.82249e+13,1.21925e+13
2.85101e+13,1.23158e+13
2.87883e+13,1.24359e+13
2.90593e+13,1.2553e+13
2.93231e+13,1.2667e+13
2.95795e+13,1.27778e+13
2.98286e+13,1.28854e+13
3.00703e+13,1.29898e+13
3.03045e+13,1.30909e+13
3.05311e+13,1.31888e+13
3.07502e+13,1.32835e+13
3.09615e+13,1.33748e+13
3.11652e+13,1.34628e+13
3.13612e+13,1.35474e+13
3.15493e+13,1.36287e+13
3.17296e+13,1.37066e+13
3.19019e+13,1.37811e+13
3.20664e+13,1.38521e+13
3.22229e+13,1.39197e+13
3.23713e+13,1.39838e+13
3.25118e+13,1.40445e+13
3.26441e+13,1.41017e+13
3.27683e+13,1.41553e+13
3.28844e+13,1.42055e+13
3.29923e+13,1.42521e+13
3.3092e+13,1.42952e+13
3.31835e+13,1.43347e+13
3.32668e+13,1.43707e+13
3.33417e+13,1.44031e+13
3.34084e+13,1.44319e+13
3.34668e+13,1.44571e+13
3.35169e+13,1.44787e+13
3.35587e+13,1.44968e+13
3.35921e+13,1.45112e+13
3.36171e+13,1.4522e+13
3.36339e+13,1.45293e+13
3.36422e+13,1.45329e+13
3.36422e+13,1.45329e+13
3.36339e+13,1.45293e+13
3.36172e+13,1.45221e+13
3.35921e+13,1.45112e+13
3.35587e+13,1.44968e+13
3.3517e+13,1.44788e+13
3.34669e+13,1.44571e+13
3.34086e+13,1.44319e+13
3.33419e+13,1.44031e+13
3.32669e+13,1.43707e+13
3.31837e+13,1.43348e+13
3.30922e+13,1.42953e+13
3.29925e+13,1.42522e+13
3.28846e+13,1.42056e+13
3.27686e+13,1.41554e+13
3.26443e+13,1.41018e+13
3.2512e+13,1.40446e+13
3.23716e+13,1.39839e+13
3.22231e+13,1.39198e+13
3.20667e+13,1.38522e+13
3.19022e+13,1.37812e+13
3.17299e+13,1.37067e+13
3.15496e+13,1.36288e+13
3.13615e+13,1.35476e+13
3.11655e+13,1.34629e+13
3.09619e+13,1.33749e+13
3.07505e+13,1.32836e+13
3.05315e+13,1.3189e+13
3.03048e+13,1.30911e+13
3.00706e+13,1.29899e+13
2.9829e+13,1.28855e+13
2.95799e+13,1.27779e+13
2.93234e+13,1.26671e+13
2.90597e+13,1.25532e+13
2.87887e+13,1.24361e+13
2.85105e+13,1.23159e+13
2.82252e+13,1.21927e+13
2.79329e+13,1.20664e+13
2.76336e+13,1.19371e+13
2.73274e+13,1.18048e+13
2.70144e+13,1.16696e+13
2.66947e+13,1.15315e+13
2.63683e+13,1.13905e+13
2.60353e+13,1.12466e+13
2.56958e+13,1.11e+13
2.53499e+13,1.09506e+13
2.49977e+13,1.07984e+13
2.46392e+13,1.06435e+13
2.42746e+13,1.0486e+13
2.39039e+13,1.03259e+13
2.35272e+13,1.01632e+13
2.31447e+13,9.99791e+12
2.27564e+13,9.83015e+12
2.23623e+13,9.65993e+12
2.19627e+13,9.48729e+12
2.15576e+13,9.31229e+12
2.11471e+13,9.13494e+12
2.07312e+13,8.95532e+12
2.03102e+13,8.77345e+12
1.98841e+13,8.58938e+12
1.94531e+13,8.40316e+12
1.90171e+13,8.21483e+12
1.85764e+13,8.02444e+12
1.8131e+13,7.83204e+12
1.76811e+13,7.63768e+12
1.72267e+13,7.4414e+12
1.6768e+13,7.24325e+12
1.63051e+13,7.04328e+12
1.58381e+13,6.84155e+12
1.53671e+13,6.63809e+12
1.48923e+13,6.43297e+12
1.44137e+13,6.22623e+12
1.39315e+13,6.01793e+12
1.34458e+13,5.80811e+12
1.29567e+13,5.59683e+12
1.24643e+13,5.38415e+12
1.19688e+13,5.1701e+12
1.14703e+13,4.95476e+12
1.09689e+13,4.73817e+12
1.04647e+13,4.52039e+12
9.95793e+12,4.30146e+12
9.44862e+12,4.08145e+12
8.93692e+12,3.86042e+12
8.42297e+12,3.63841e+12
7.9069e+12,3.41548e+12
7.38882e+12,3.19169e+12
6.86889e+12,2.96709e+12
6.34721e+12,2.74175e+12
5.82394e+12,2.51571e+12
5.29919e+12,2.28904e+12
4.7731e+12,2.06179e+12
4.2458e+12,1.83401e+12
3.71743e+12,1.60578e+12
3.18812e+12,1.37714e+12
2.658e+12,1.14815e+12
2.12721e+12,9.18866e+11
1.59588e+12,6.89353e+11
1.06414e+12,4.59665e+11
5.3214e+11,2.29862e+11
-1.04683e-07,3.91663e-09
